Num,Cardno,Pentad,QDGC,NoSurveys,Start_Date,End_Date,ObserverNo,Total_Spp,Intensive_hours,Total_hours,Spp_On_Card,centre_longitude,centre_latitude,GDD0,GDD5,MTCO,MTWA,AET_div_PET,Wet_Intensity,Dry_Intensity,SV,G,AZ,NK,LWP_HA,VegTypePC,QDS_PC,log.intensive,year,year.F,log.total.hours,day.std
268,2820_2325_010318_20130622,2820_2325,2823AD,147,2013/06/22,2013/06/26,10318,46,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2013,5,1.609437912,-0.159771544
269,2820_2325_010318_20130709,2820_2325,2823AD,147,2013/07/09,2013/07/13,10318,41,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2013,5,1.609437912,-0.001501045
270,2820_2325_010318_20130714,2820_2325,2823AD,147,2013/07/14,2013/07/18,10318,54,7,7,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.945910149,2013,5,1.945910149,0.045049102
271,2820_2325_010318_20130721,2820_2325,2823AD,147,2013/07/21,2013/07/25,10318,42,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2013,5,1.609437912,0.110219308
272,2820_2325_010318_20130801,2820_2325,2823AD,147,2013/08/01,2013/08/05,10318,36,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,0.203319602
273,2820_2325_010318_20130812,2820_2325,2823AD,147,2013/08/12,2013/08/16,10318,37,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2013,5,1.609437912,0.305729925
274,2820_2325_010318_20130823,2820_2325,2823AD,147,2013/08/23,2013/08/27,10318,39,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,0.408140248
275,2820_2325_010318_20130901,2820_2325,2823AD,147,2013/09/01,2013/09/04,10318,42,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,0.482620483
276,2820_2325_010318_20130911,2820_2325,2823AD,147,2013/09/11,2013/09/15,10318,54,6,6,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.791759469,2013,5,1.791759469,0.575720777
277,2820_2325_010318_20131001,2820_2325,2823AD,147,2013/10/01,2013/10/02,10318,36,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,0.761921364
278,2820_2325_010318_20131028,2820_2325,2823AD,147,2013/10/28,2013/11/01,10318,40,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,1.013292157
279,2820_2325_010318_20131105,2820_2325,2823AD,147,2013/11/05,2013/11/09,10318,55,7,7,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.945910149,2013,5,1.945910149,1.078462363
280,2820_2325_010318_20131110,2820_2325,2823AD,147,2013/11/10,2013/11/14,10318,54,6,6,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.791759469,2013,5,1.791759469,1.12501251
281,2820_2325_010318_20131130,2820_2325,2823AD,147,2013/11/30,2013/12/04,10318,70,6,6,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.791759469,2013,5,1.791759469,1.311213097
282,2820_2325_010318_20131208,2820_2325,2823AD,147,2013/12/08,2013/12/12,10318,50,5,5,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2013,5,1.609437912,1.385693332
283,2820_2325_010318_20131216,2820_2325,2823AD,147,2013/12/16,2013/12/18,10318,55,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2013,5,1.386294361,1.460173567
284,2820_2325_010318_20140105,2820_2325,2823AD,147,2014/01/05,2014/01/09,10318,40,4,4,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-1.714546449
285,2820_2325_010318_20140112,2820_2325,2823AD,147,2014/01/12,2014/01/16,10318,49,4,4,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-1.649376244
286,2820_2325_010318_20140201,2820_2325,2823AD,147,2014/02/01,2014/02/05,10318,62,5,5,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2014,6,1.609437912,-1.472485686
287,2820_2325_010318_20140209,2820_2325,2823AD,147,2014/02/09,2014/02/13,10318,50,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-1.398005451
288,2820_2325_010318_20140225,2820_2325,2823AD,147,2014/02/25,2014/03/01,10318,68,6,6,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.791759469,2014,6,1.791759469,-1.249044981
289,2820_2325_010318_20140308,2820_2325,2823AD,147,2014/03/08,2014/03/12,10318,51,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2014,6,1.609437912,-1.128014599
290,2820_2325_010318_20140411,2820_2325,2823AD,147,2014/04/11,2014/04/15,10318,46,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-0.820783629
291,2820_2325_010318_20140421,2820_2325,2823AD,147,2014/04/21,2014/04/25,10318,50,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-0.727683336
292,2820_2325_010318_20140505,2820_2325,2823AD,147,2014/05/05,2014/05/09,10318,45,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-0.597342924
293,2820_2325_010318_20140525,2820_2325,2823AD,147,2014/05/25,2014/05/29,10318,47,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2014,6,1.609437912,-0.411142337
294,2820_2325_010318_20140601,2820_2325,2823AD,147,2014/06/01,2014/06/05,10318,49,3,3,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.098612289,2014,6,1.098612289,-0.355282161
295,2820_2325_010318_20140608,2820_2325,2823AD,147,2014/06/08,2014/06/11,10318,50,5,5,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.609437912,2014,6,1.609437912,-0.290111955
296,2820_2325_010318_20140629,2820_2325,2823AD,147,2014/06/29,2014/07/03,10318,44,4,4,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.386294361,2014,6,1.386294361,-0.094601338
297,2820_2325_010356_20101106,2820_2325,2823AD,147,2010/11/06,2010/11/06,10356,61,2,2,1,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,0.693147181,2010,2,0.693147181,1.087772392
298,2820_2325_010532_20140124,2820_2325,2823AD,147,2014/01/24,2014/01/24,10532,29,2,2,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,0.693147181,2014,6,0.693147181,-1.537655891
299,2825_2325_010318_20110730,2825_2325,2823AD,2,2011/07/30,2011/07/30,10318,40,2,2,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,0.693147181,2011,3,0.693147181,0.194009572
300,2825_2325_010318_20140222,2825_2325,2823AD,2,2014/02/22,2014/02/23,10318,46,3,3,0,23.375,-28.375,6018.1,4193.1,8.9,23,0.295,0.2,-83.4,1,0,0,0,54.08,0.06,0.08,1.098612289,2014,6,1.098612289,-1.276975069
301,2835_2325_002194_20110720,2835_2325,2823CB,1,2011/07/20,2011/07/20,2194,38,2,2,0,23.375,-28.625,5970.6,4145.6,8.6,23.1,0.277,0,-88.9,1,0,0,0,48.72,0.01,0.07,0.693147181,2011,3,0.693147181,0.100909278
302,2840_2325_002194_20101209,2840_2325,2823CB,1,2010/12/09,2010/12/09,2194,55,2,2,1,23.375,-28.625,5970.6,4145.6,8.6,23.1,0.277,0,-88.9,1,0,0,0,48.72,0.01,0.07,0.693147181,2010,2,0.693147181,1.395003361
303,2805_2330_010318_20101205,2805_2330,2823BA,1,2010/12/05,2010/12/05,10318,36,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,1.357763244
304,2810_2330_002194_20101106,2810_2330,2823BA,16,2010/11/06,2010/11/06,2194,75,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,1.087772392
305,2810_2330_010318_20100801,2810_2330,2823BA,16,2010/08/01,2010/08/01,10318,44,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2010,2,1.098612289,0.203319602
306,2810_2330_010318_20101003,2810_2330,2823BA,16,2010/10/03,2010/10/03,10318,48,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,0.780541423
307,2810_2330_010318_20101205,2810_2330,2823BA,16,2010/12/05,2010/12/05,10318,57,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,1.357763244
308,2810_2330_010318_20110219,2810_2330,2823BA,16,2011/02/19,2011/02/19,10318,54,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2011,3,0.693147181,-1.304905157
309,2810_2330_010318_20110518,2810_2330,2823BA,16,2011/05/18,2011/05/18,10318,46,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2011,3,0.693147181,-0.476312543
310,2810_2330_010318_20110731,2810_2330,2823BA,16,2011/07/31,2011/07/31,10318,52,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2011,3,1.098612289,0.194009572
311,2810_2330_010318_20111023,2810_2330,2823BA,16,2011/10/23,2011/10/23,10318,63,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2011,3,0.693147181,0.96674201
312,2810_2330_010318_20111120,2810_2330,2823BA,16,2011/11/20,2011/11/20,10318,63,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2011,3,1.098612289,1.218112803
314,2810_2330_010318_20120204,2810_2330,2823BA,16,2012/02/04,2012/02/04,10318,54,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2012,4,0.693147181,-1.444555597
315,2810_2330_010318_20120616,2810_2330,2823BA,16,2012/06/16,2012/06/16,10318,49,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2012,4,0.693147181,-0.21563172
316,2810_2330_010318_20121028,2810_2330,2823BA,16,2012/10/28,2012/10/28,10318,54,2,2,1,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2012,4,0.693147181,1.013292157
317,2810_2330_010318_20130330,2810_2330,2823BA,16,2013/03/30,2013/03/30,10318,55,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2013,5,1.098612289,-0.923193953
318,2810_2330_010318_20130728,2810_2330,2823BA,16,2013/07/28,2013/07/28,10318,49,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2013,5,1.098612289,0.175389513
319,2810_2330_010318_20140413,2810_2330,2823BA,16,2014/04/13,2014/04/13,10318,55,3,3,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2014,6,1.098612289,-0.802163571
320,2815_2330_010318_20110305,2815_2330,2823BC,4,2011/03/05,2011/03/06,10318,30,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2011,3,0.693147181,-1.155944687
321,2815_2330_010318_20111211,2815_2330,2823BC,4,2011/12/11,2011/12/11,10318,37,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2011,3,0.693147181,1.41362342
322,2815_2330_010318_20121028,2815_2330,2823BC,4,2012/10/28,2012/10/28,10318,33,2,2,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2012,4,0.693147181,1.013292157
323,2815_2330_010611_20101107,2815_2330,2823BC,4,2010/11/07,2010/11/07,10611,37,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2010,2,0.693147181,1.097082421
324,2820_2330_010318_20101010,2820_2330,2823BC,33,2010/10/10,2010/10/14,10318,46,6,6,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.791759469,2010,2,1.791759469,0.845711628
325,2820_2330_010318_20101020,2820_2330,2823BC,33,2010/10/20,2010/10/24,10318,54,7,7,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.945910149,2010,2,1.945910149,0.938811922
326,2820_2330_010318_20101121,2820_2330,2823BC,33,2010/11/21,2010/11/22,10318,32,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2010,2,0.693147181,1.227422833
327,2820_2330_010318_20101128,2820_2330,2823BC,33,2010/11/28,2010/12/02,10318,36,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2010,2,1.098612289,1.292593038
328,2820_2330_010318_20101204,2820_2330,2823BC,33,2010/12/04,2010/12/05,10318,45,4,4,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2010,2,1.386294361,1.348453214
329,2820_2330_010318_20101213,2820_2330,2823BC,33,2010/12/13,2010/12/17,10318,40,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2010,2,1.098612289,1.432243479
330,2820_2330_010318_20101218,2820_2330,2823BC,33,2010/12/18,2010/12/21,10318,46,4,4,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2010,2,1.386294361,1.478793626
331,2820_2330_010318_20101224,2820_2330,2823BC,33,2010/12/24,2010/12/24,10318,34,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2010,2,0.693147181,1.534653802
332,2820_2330_010318_20110106,2820_2330,2823BC,33,2011/01/06,2011/01/09,10318,38,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-1.70523642
333,2820_2330_010318_20110115,2820_2330,2823BC,33,2011/01/16,2011/01/18,10318,48,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-1.612136126
334,2820_2330_010318_20110124,2820_2330,2823BC,33,2011/01/24,2011/01/28,10318,43,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-1.537655891
335,2820_2330_010318_20110225,2820_2330,2823BC,33,2011/02/25,2011/02/28,10318,50,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-1.249044981
336,2820_2330_010318_20110318,2820_2330,2823BC,33,2011/03/18,2011/03/21,10318,36,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-1.034914305
337,2820_2330_010318_20110414,2820_2330,2823BC,33,2011/04/14,2011/04/16,10318,33,2,2,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2011,3,0.693147181,-0.792853541
338,2820_2330_010318_20110518,2820_2330,2823BC,33,2011/05/18,2011/05/22,10318,35,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-0.476312543
339,2820_2330_010318_20110605,2820_2330,2823BC,33,2011/06/05,2011/06/09,10318,42,4,4,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2011,3,1.386294361,-0.318042043
340,2820_2330_010318_20110626,2820_2330,2823BC,33,2011/06/26,2011/06/30,10318,35,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,-0.122531426
341,2820_2330_010318_20110806,2820_2330,2823BC,33,2011/08/06,2011/08/07,10318,38,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,0.249869748
342,2820_2330_010318_20111009,2820_2330,2823BC,33,2011/10/09,2011/10/13,10318,45,4,4,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2011,3,1.386294361,0.836401599
343,2820_2330_010318_20111030,2820_2330,2823BC,33,2011/10/30,2011/10/31,10318,38,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,1.031912216
344,2820_2330_010318_20111119,2820_2330,2823BC,33,2011/11/19,2011/11/20,10318,47,2,2,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2011,3,0.693147181,1.208802774
345,2820_2330_010318_20120205,2820_2330,2823BC,33,2012/02/05,2012/02/06,10318,40,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2012,4,1.098612289,-1.435245568
346,2820_2330_010318_20120310,2820_2330,2823BC,33,2012/03/10,2012/03/11,10318,43,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2012,4,1.098612289,-1.10939454
347,2820_2330_010318_20120701,2820_2330,2823BC,33,2012/07/01,2012/07/05,10318,50,4,4,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2012,4,1.386294361,-0.07598128
348,2820_2330_010318_20121027,2820_2330,2823BC,33,2012/10/27,2012/10/28,10318,51,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2012,4,1.098612289,1.003982128
349,2820_2330_010318_20130112,2820_2330,2823BC,33,2013/01/12,2013/01/16,10318,46,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2013,5,1.098612289,-1.649376244
350,2820_2330_010318_20130331,2820_2330,2823BC,33,2013/03/31,2013/04/01,10318,39,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2013,5,0.693147181,-0.923193953
351,2820_2330_010318_20130727,2820_2330,2823BC,33,2013/07/27,2013/07/28,10318,39,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2013,5,1.098612289,0.166079484
352,2820_2330_010318_20130915,2820_2330,2823BC,33,2013/09/15,2013/09/16,10318,32,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2013,5,1.098612289,0.612960894
353,2820_2330_010318_20140112,2820_2330,2823BC,33,2014/01/12,2014/01/13,10318,36,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2014,6,0.693147181,-1.649376244
354,2820_2330_010318_20140302,2820_2330,2823BC,33,2014/03/02,2014/03/04,10318,42,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2014,6,1.098612289,-1.183874775
355,2820_2330_010318_20140628,2820_2330,2823BC,33,2014/06/28,2014/06/29,10318,43,4,4,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.386294361,2014,6,1.386294361,-0.103911368
356,2820_2330_010775_20080918,2820_2330,2823BC,33,2008/09/18,2008/09/18,10775,29,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2008,0,0.693147181,0.640890982
357,2825_2330_010318_20110730,2825_2330,2823BC,2,2011/07/30,2011/07/30,10318,30,3,3,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2011,3,1.098612289,0.194009572
358,2825_2330_010318_20140222,2825_2330,2823BC,2,2014/02/22,2014/02/23,10318,47,3,3,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,1.098612289,2014,6,1.098612289,-1.276975069
359,2830_2330_000381_20110122,2830_2330,2823DA,1,2011/01/22,2011/01/22,381,21,2,2,0,23.625,-28.625,6014.9,4189.9,8.7,23.4,0.29,0,-84.6,1,0,0,0,508.32,0.06,0.75,0.693147181,2011,3,0.693147181,-1.55627595
360,2835_2330_000381_20110122,2835_2330,2823DA,2,2011/01/22,2011/01/22,381,39,3,3,0,23.625,-28.625,6014.9,4189.9,8.7,23.4,0.29,0,-84.6,1,0,0,0,508.32,0.06,0.75,1.098612289,2011,3,1.098612289,-1.55627595
361,2835_2330_002194_20101206,2835_2330,2823DA,2,2010/12/06,2010/12/06,2194,57,2,2,1,23.625,-28.625,6014.9,4189.9,8.7,23.4,0.29,0,-84.6,1,0,0,0,508.32,0.06,0.75,0.693147181,2010,2,0.693147181,1.367073273
362,2840_2330_000381_20110123,2840_2330,2823DA,1,2011/01/23,2011/01/23,381,31,2,2,0,23.625,-28.625,6014.9,4189.9,8.7,23.4,0.29,0,-84.6,1,0,0,0,508.32,0.06,0.75,0.693147181,2011,3,0.693147181,-1.546965921
363,2800_2335_010318_20111204,2800_2335,2823BA,1,2011/12/04,2011/12/04,10318,36,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2011,3,0.693147181,1.348453214
364,2805_2335_002194_20101106,2805_2335,2823BA,4,2010/11/06,2010/11/06,2194,60,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,1.087772392
365,2805_2335_010130_20120204,2805_2335,2823BA,4,2012/02/04,2012/02/04,10318,40,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2012,4,0.693147181,-1.444555597
366,2805_2335_010318_20101024,2805_2335,2823BA,4,2010/10/24,2010/10/24,10318,42,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2010,2,0.693147181,0.97605204
367,2805_2335_010318_20121014,2805_2335,2823BA,4,2012/10/14,2012/10/14,10318,34,3,3,1,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,1.098612289,2012,4,1.098612289,0.882951746
368,2810_2335_010318_20110731,2810_2335,2823BA,1,2011/07/31,2011/07/31,10318,28,2,2,0,23.625,-28.125,5964.7,4139.8,8.7,23,0.334,7,-77.8,1,0,0,0,17359.83,3.98,25.47,0.693147181,2011,3,0.693147181,0.194009572
369,2815_2835_010207_20130920,2815_2335,2823BC,1,2013/09/20,2013/09/20,10207,9,2,2,0,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2013,5,0.693147181,0.659511041
370,2820_2335_010318_20110116,2820_2335,2823BC,4,2011/01/16,2011/01/16,10318,35,2,2,1,23.625,-28.375,6035.9,4210.9,8.9,23.3,0.308,1.8,-81,1,0,0,0,197.58,0.03,0.29,0.693147181,2011,3,0.693147181,-1.612136126
